id,title,overview,genres,keywords,cast,director,runtime,release_date,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,media_type
198663,The Maze Runner,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.","['Action', 'Mystery', 'Science Fiction', 'Thriller']","['based on novel or book', 'escape', 'dystopia', 'maze', 'post-apocalyptic future', 'memory loss', 'trapped', 'based on young adult novel', 'labirinto']","[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Ki Hong Lee', 'Will Poulter', 'Aml Ameen', 'Patricia Clarkson', 'Blake Cooper', 'Dexter Darden', 'Jacob Latimore']",['Wes Ball'],113,2014-09-10,7.19,18331,30.7066,/ode14q7WtDugFDp78fo9lCsmay9.jpg,/eTlcNXGv32zkVI7ZDHhfeaKHXKQ.jpg,en,movie
13,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","['Comedy', 'Drama', 'Romance']","[""new year's eve"", 'vietnam war', 'vietnam veteran', 'mentally disabled', 'friendship', 'usa president', 'washington dc, usa', 'post-traumatic stress disorder (ptsd)', 'waitress', 'based on novel or book', 'hippie', 'single parent', 'parent child relationship', 'optimism', '1970s', 'drug addiction', 'autism', 'alabama', 'black panther party', 'bus stop', 'family relationships', 'chameleon', 'single mother', 'military', 'anti war protest', '1960s', 'simpleton', 'college american football', 'mother son relationship', 'america', 'feelgood', 'dramatic']","['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Sally Field', 'Mykelti Williamson', 'Michael Conner Humphreys', 'Hanna Hall', 'Haley Joel Osment', 'Siobhan Fallon Hogan', 'Rebecca Williams']",['Robert Zemeckis'],142,1994-06-23,8.5,30185,35.5787,/Cw4hIUIAmSYfK9QfaUW5igp9La.jpg,/66Kn4XWhkuPkJxOJyPEx4U2CUfN.jpg,en,movie
2062,Ratatouille,"Remy, a rat, possesses a palate far more refined than that of his fellow comrades. He aspires to become a chef, one who creates rather than scavenges. When fate leads him beneath one of Paris's finest restaurants, he forms an unusual alliance with a young kitchen worker to pursue his culinary ambitions. As his double life unfolds, Remy must navigate the suspicions of the calculating Head Chef Skinner, the disapproval of Remy’s own colony, and the foreboding presence of renowned food critic Anton Ego, whose judgment can make or break a chef's legacy.","['Animation', 'Comedy', 'Family', 'Fantasy']","['work', 'sibling relationship', 'paris, france', 'expensive restaurant', 'river', 'confidence', 'cooking', 'evacuation', 'mouse', ""leaving one's family"", 'restaurant', 'villain', 'restaurant critic', 'spice', 'cookbook', 'food', 'chef', 'sewer', 'unlikely friendship', 'french restaurant', 'rat', 'french cuisine', 'fine dining', '3d animation', 'inspirational', 'romantic', 'admiring', 'adoring', 'cheerful', 'enthusiastic']","['Patton Oswalt', 'Ian Holm', 'Lou Romano', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Brad Garrett', 'Janeane Garofalo', 'Will Arnett', 'Julius Callahan']",['Brad Bird'],111,2007-06-28,7.846,18759,31.2608,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,/jQ6Vuxe1CEPMXTF7d0fZgdIBY8U.jpg,en,movie
976912,Graphic Desires,"When reclusive Franklin cheats on his partner with a mysterious girl he meets on a dating app, it becomes the start of a deadly obsession.","['Thriller', 'Crime']","['infidelity', 'cheating', 'killing', 'murder', 'softcore', 'erotic thriller', 'murdered', 'dating app']","['David Wayman', 'Sian Altman', 'May Kelly', 'Ocean M Harris', 'Valis Volkova', 'Jack Edwards', 'Caidney Simone', 'Eva Ray', 'Felicia Westring', 'Fahad Salman']",['Andy Edwards'],90,2023-08-31,7.0,139,38.3307,/3BjLdTWRiHc1ISIZMFvToOmghOM.jpg,/rHnANzYUmV3WZw3n0yWOLiR3pen.jpg,en,movie
1110034,Kraken,"A marine biologist is doing research on a fish farm when she encounters several strange occurrences. Along with the brutal deaths of two teenagers, all signs point to the deep fjord; can there be more to the depths than the eye can see?","['Horror', 'Action', 'Thriller']","['sea monster', 'norwegian folklore', 'cautionary']","['Sara Khorami', 'Mikkel Bratt Silset', 'Ingvild Holthe Bygdnes', 'Øyvind Brandtzæg', 'Jenny Evensen', 'Steinar Klouman Hallert', 'Filip Bargee Ramberg', 'Jon Erik Myre', 'Hans Morten Hansen', 'Magnús Blöndal Jóhannsson']",['Pål Øie'],94,2026-02-06,6.325,266,94.4635,/xdZ8k5s8DTwWyPBMIcflrYLgcAK.jpg,/oV472EbPedkc5QzqolGc7sCgCnn.jpg,no,movie
22,Pirates of the Caribbean: The Curse of the Black Pearl,"When wily pirate Captain Barbossa seizes Jack Sparrow’s beloved ship, the Black Pearl, and kidnaps the governor’s daughter, Elizabeth Swann, blacksmith Will Turner reluctantly teams up with the unpredictable pirate Jack to rescue her—only to uncover a terrifying curse that turns Barbossa’s crew into the undead.","['Adventure', 'Fantasy', 'Action']","['ship', 'blacksmith', 'gold', 'exotic island', 'governor', 'skeleton', 'jamaica', 'british empire', 'pirate', 'swashbuckler', '18th century', 'caribbean sea', 'aftercreditsstinger', 'pirate ship', 'british navy', 'tortuga', 'based on theme park ride', 'hilarious', 'brisk']","['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', ""Damian O'Hare"", 'Giles New']",['Gore Verbinski'],143,2003-07-09,7.832,22567,28.6327,/poHwCZeWzJCShH7tOjg8RIoyjcw.jpg,/uRNgkJSkNBFbbn9fPsEjDIy8Sh3.jpg,en,movie
24,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.","['Action', 'Crime']","['martial arts', 'japan', 'kung fu', 'sword', 'yakuza', 'katana', 'sword fight', 'revenge', 'vigilante', 'female yakuza', 'female protagonist', 'retribution', 'dreary', 'extreme violence']","['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Daryl Hannah', 'David Carradine', 'Michael Madsen', 'Julie Dreyfus', 'Chiaki Kuriyama', 'Sonny Chiba', 'Gordon Liu']",['Quentin Tarantino'],111,2003-10-10,7.971,19228,23.8217,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,/iffzIhuLAO38Po6sh1s6ZEVwlNL.jpg,en,movie
313369,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.","['Comedy', 'Drama', 'Romance']","['dancing', 'dance', 'jazz', 'melancholy', 'musical', 'ambition', 'casting', 'romcom', 'coffee shop', 'jazz club', 'traffic jam', 'hollywood', 'los angeles, california', 'pianist', 'pier', 'audition', ""valentine's day"", 'planetarium', 'aspiring actor', 'movie set', 'sunset', 'one-woman show', 'pool party', 'complex', 'griffith observatory', 'bold', 'exuberant']","['Ryan Gosling', 'Emma Stone', 'John Legend', 'Rosemarie DeWitt', 'Finn Wittrock', 'Callie Hernandez', 'Sonoya Mizuno', 'Jessica Rothe', 'Tom Everett Scott', 'Josh Pence']",['Damien Chazelle'],129,2016-12-01,7.9,18330,24.8795,/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,/nlPCdZlHtRNcF6C9hzUH4ebmV1w.jpg,en,movie
28,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","['Drama', 'War']","['guerrilla warfare', 'vietnam war', 'journalist', 'mission', 'vietnam', 'vietcong', 'central intelligence agency (cia)', 'cambodia', 'army', 'drug abuse', 'based on novel or book', 'secret mission', 'insanity', 'surrealism', 'tribe', 'green beret', 'jungle', 'descent into madness', 'brutality', 'riverboat', 'military', 'macabre', 'anti war', 'absurd', 'awestruck', 'distressing']","['Martin Sheen', 'Marlon Brando', 'Frederic Forrest', 'Albert Hall', 'Laurence Fishburne', 'Sam Bottoms', 'Robert Duvall', 'G.D. Spradlin', 'Harrison Ford', 'Jerry Ziesmer']",['Francis Ford Coppola'],147,1979-05-19,8.264,9254,22.6166,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,/49fzLedFVKgGgFChLMuulDJBY1c.jpg,en,movie
497698,Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.","['Action', 'Adventure', 'Science Fiction']","['assassin', 'hero', 'spy', 'kgb', 'based on comic', 'female assassin', 'female spy', 'female hero', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'woman director']","['Scarlett Johansson', 'Florence Pugh', 'Rachel Weisz', 'David Harbour', 'Ray Winstone', 'Ever Anderson', 'Violet McGraw', 'O-T Fagbenle', 'William Hurt', 'Olga Kurylenko']",['Cate Shortland'],134,2021-07-07,7.158,11454,33.5433,/qAZ0pzat24kLdO3o8ejmbLxyOac.jpg,/keIxh0wPr2Ymj0Btjh4gW7JJ89e.jpg,en,movie
122917,The Hobbit: The Battle of the Five Armies,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","['Action', 'Adventure', 'Fantasy']","['gold', 'corruption', 'based on novel or book', 'elves', 'dwarf', 'mine', 'mountain', 'sequel', 'troll', 'dragon', 'battle', 'unlikely friendship', 'fantasy world', 'wizard', 'epic battle', 'ring', 'invisibility', 'live action and animation', 'high fantasy', 'sword and sorcery', 'dreary', 'good versus evil', 'armies']","['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Orlando Bloom', 'Evangeline Lilly', 'Luke Evans', 'Lee Pace', 'Benedict Cumberbatch', 'Ken Stott', 'Aidan Turner']",['Peter Jackson'],144,2014-12-10,7.34,15604,35.4872,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,/3UbaCMmqOd7mca4Y5DOzY2ZVTyX.jpg,en,movie
436270,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.","['Action', 'Adventure', 'Science Fiction']","['lightning', 'superhero', 'anti hero', 'based on comic', 'demon', 'superhero team', 'duringcreditsstinger', 'dc extended universe (dceu)']","['Dwayne Johnson', 'Aldis Hodge', 'Noah Centineo', 'Sarah Shahi', 'Quintessa Swindell', 'Marwan Kenzari', 'Mo Amer', 'Bodhi Sabongui', 'Pierce Brosnan', 'James Cusati-Moyer']",['Jaume Collet-Serra'],125,2022-10-19,6.781,7159,27.1066,/rCtreCr4xiYEWDQTebybolIh6Xe.jpg,/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,en,movie
1321008,Black Box,"A routine domestic flight turns into the flight from hell through a series of inexplicable phenomena and raw terror. Surreal encounters blur the boundaries between reality and nightmare. Passengers fight against all the odds in an attempt to survive while combating bizarre technological malfunctions, accelerating supernatural events and alien influences.","['Horror', 'Thriller']","['airplane', 'supernatural', 'airplane trip']","['Tom Brittney', 'Holly White', 'Betsy Blue-English', ""Dane Whyte O'Hara"", 'Kaja Chan', 'Georgina Leonidas', 'Hanneke Talbot', 'Anton Trendafilov', 'Asa Ali', 'Boadicea Ricketts']",['Steven Quale'],85,2026-06-25,6.2,55,20.2579,/O7vJPEWsnLrKqPYHIHKG8zlEK1.jpg,/ce0RjYfcgzQeiT3PjaARWv5PVQO.jpg,en,movie
1038392,The Conjuring: Last Rites,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,['Horror'],"['pennsylvania, usa', 'supernatural', 'exorcism', 'haunted house', 'sequel', 'priest', 'religion', 'wedding', 'spirit', 'paranormal investigation', 'ghost', '1980s', 'demonic', 'mirror', 'supernatural horror', 'horror']","['Patrick Wilson', 'Vera Farmiga', 'Mia Tomlinson', 'Ben Hardy', 'Rebecca Calder', 'Tilly Walker', 'Elliot Cowan', 'Shannon Kook', 'Steve Coulter', 'Kíla Lord Cassidy']",['Michael Chaves'],136,2025-09-03,6.949,2042,24.5989,/byWgphT74ClOVa8EOGzYDkl8DVL.jpg,/i8MupUe4xgmYXoRNAQMYvuoexSU.jpg,en,movie
58,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow’s got a blood debt to pay: he owes his soul to the legendary Davy Jones, ghastly Ruler of the Ocean Depths. To escape eternal servitude aboard the Flying Dutchman, ever-crafty Jack must track down the still-beating heart of Jones. But he won’t do it alone: Will Turner and Elizabeth Swann are drawn back into another one of his perilous quests—assuming they can evade execution for aiding a pirate.","['Adventure', 'Fantasy', 'Action']","['witch', 'daughter', 'ship', 'exotic island', 'monster', 'fortune teller', 'compass', 'sequel', 'sword fight', 'pirate', 'cannibal', 'swashbuckler', 'kraken', 'aftercreditsstinger', 'based on theme park ride', 'witty']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Bill Nighy', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', 'Kevin McNally', 'David Bailie']",['Gore Verbinski'],151,2006-07-06,7.388,17427,25.9438,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,/vr6n6ZFUZvedvIlhfYcbCWcaKyW.jpg,en,movie
62,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","['Science Fiction', 'Mystery', 'Adventure']","['man vs machine', 'moon', 'jupiter', 'artificial intelligence (a.i.)', 'based on novel or book', 'technology', 'super computer', 'space travel', 'space mission', 'moon base', 'astronaut', 'evolution', 'monolith', 'space station', 'space opera', 'philosophical', '2000s', 'ai rebellion', 'suspenseful', 'complicated', 'metrocolor']","['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain', 'Daniel Richter', 'Leonard Rossiter', 'Margaret Tyzack', 'Robert Beatty', 'Sean Sullivan', 'Frank W. Miller']",['Stanley Kubrick'],149,1968-04-02,8.047,12810,24.0249,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,/w5IDXtifKntw0ajv2co7jFlTQDM.jpg,en,movie
911430,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,"['Action', 'Drama']","['sports', 'comeback', 'racing', 'race car driver', 'sport competition', 'aftercreditsstinger', 'beforecreditsstinger', 'rookie', 'formula one (f1)', 'motorsport', 'car racing', 'disdainful', 'exhilarated', 'joyful']","['Brad Pitt', 'Damson Idris', 'Javier Bardem', 'Kerry Condon', 'Tobias Menzies', 'Kim Bodnia', 'Sarah Niles', 'Will Merrick', 'Joseph Balderrama', 'Abdul Salis']",['Joseph Kosinski'],156,2025-06-25,7.816,4440,40.061,/9PXZIUsSDh4alB80jheWX4fhZmy.jpg,/lkDYN0whyE82mcM20rwtwjbniKF.jpg,en,movie
74,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.","['Adventure', 'Thriller', 'Science Fiction']","['daughter', 'new jersey', 'post-traumatic stress disorder (ptsd)', 'airplane', 'based on novel or book', 'underground', 'dystopia', 'alien', 'survival', 'disaster', 'apocalypse', 'creature', 'alien invasion', 'human subjugation']","['Tom Cruise', 'Dakota Fanning', 'Miranda Otto', 'Justin Chatwin', 'Tim Robbins', 'Rick Gonzalez', 'Yul Vazquez', 'Lenny Venito', 'Lisa Ann Walter', 'Ann Robinson']",['Steven Spielberg'],117,2005-06-28,6.562,9384,20.1559,/6Biy7R9LfumYshur3YKhpj56MpB.jpg,/bInicBgSHfQiWLbnRT5jxw9Grvm.jpg,en,movie
550988,Free Guy,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.","['Comedy', 'Adventure', 'Science Fiction']","['hero', 'artificial intelligence (a.i.)', 'video game', 'virtual reality', 'gun', 'code', 'gamer', 'bank robbery', 'bank teller', 'programmer', 'thoughtful', 'mmorpg', 'virtual game', 'heroic', 'vrmmo']","['Ryan Reynolds', 'Jodie Comer', 'Lil Rel Howery', 'Joe Keery', 'Utkarsh Ambudkar', 'Taika Waititi', 'Channing Tatum', 'Aaron W Reed', 'Britne Oldford', 'Camille Kostek']",['Shawn Levy'],115,2021-08-11,7.442,10031,20.5668,/dxraF0qPr1OEgJk17ltQTO84kQF.jpg,/rOJb0yQOCny0bPjg8bCLw8DyAD7.jpg,en,movie
426063,Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.","['Horror', 'Fantasy']","['cold', 'based on novel or book', 'vampire', 'necrophilia', 'eroticism', 'possession', 'würzburg', 'remake', 'gothic horror', 'gothic', 'desire', 'somnambulism', 'plague', '19th century', 'dread', 'gothic romance', 'drinking blood', 'supernatural horror', 'dracula', 'grimdark', 'period piece', '1830s', 'nightmares', 'incredulous', 'bold']","['Lily-Rose Depp', 'Nicholas Hoult', 'Bill Skarsgård', 'Aaron Taylor-Johnson', 'Willem Dafoe', 'Emma Corrin', 'Ralph Ineson', 'Simon McBurney', 'Adéla Hesová', 'Milena Konstantinova']",['Robert Eggers'],133,2024-12-25,6.711,3865,27.3186,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,/2gAStVyyv9C3BSEKhP0a1aM3Qy9.jpg,en,movie
718930,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.","['Action', 'Comedy', 'Thriller']","['mission', 'japan', 'assassin', 'based on novel or book', 'hitman', 'briefcase', 'train', 'luck', 'runaway train', 'deadly snake', 'duringcreditsstinger', 'train travel', 'professional assassin', 'interwoven stories', 'high speed', 'passenger train', 'bullet train', 'death by poisoning', 'shinkansen', 'traveling by train']","['Brad Pitt', 'Joey King', 'Aaron Taylor-Johnson', 'Brian Tyree Henry', 'Andrew Koji', 'Hiroyuki Sanada', 'Michael Shannon', 'Sandra Bullock', 'Bad Bunny', 'Logan Lerman']",['David Leitch'],126,2022-08-03,7.409,7768,22.3269,/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,/y2Ca1neKke2mGPMaHzlCNDVZqsK.jpg,en,movie
866398,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,"['Action', 'Crime', 'Thriller']","['massachusetts', 'secret government organization', 'government conspiracy', 'hand to hand combat', 'vengeance', 'fbi agent', 'beekeepers', 'scam call center', 'retired assassin', 'revenge mission', 'relentless pursuit', 'scam operation', 'justice by force', 'system corruption', 'powerful elites']","['Jason Statham', 'Emmy Raver-Lampman', 'Josh Hutcherson', 'Jeremy Irons', 'Bobby Naderi', 'David Witts', 'Michael Epp', 'Taylor James', 'Phylicia Rashād', 'Jemma Redgrave']",['David Ayer'],106,2024-01-08,7.279,4422,24.1864,/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,/f0ACHVpV707zqu4etZrXnWNdSgL.jpg,en,movie
1308767,Young Washington,"Before he led a nation, George Washington was a young soldier thrown into a global conflict. With alliances crumbling and war closing in, he must choose who to trust and confront the leader he's becoming.","['History', 'War', 'Drama']","['based on novel or book', 'biography', 'period drama', '18th century', 'duringcreditsstinger', 'historical drama', 'inspirational', 'bold', 'exhilarated', 'hopeful', 'george washington', 'biographical drama']","['William Franklyn-Miller', 'Ben Kingsley', 'Mary-Louise Parker', 'Leo Hanna', 'Mia Rodgers', 'Joel Smallbone', 'Kelsey Grammer', 'Andy Serkis', 'Michael Benz', 'Jonno Davies']",['Jon Erwin'],121,2026-07-02,7.716,51,49.7929,/6CdoTKnRQHJkjRGxTefFGkPQplB.jpg,/mj3RFamNUleZB94zMWgGnJkQCAH.jpg,en,movie
98,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.","['Action', 'Drama', 'Adventure']","['gladiator', 'rome, italy', 'arena', 'senate', 'roman empire', 'parent child relationship', 'emperor', 'slavery', 'ancient rome', 'revenge', 'battlefield', 'slave auction', 'historical fiction', 'ancient world', 'period drama', 'combat', 'chariot', 'philosopher', 'grim', 'barbarian horde', '2nd century', 'successor', 'commodus', 'maximus', 'antiquity', 'gladiador']","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris', 'Derek Jacobi', 'Djimon Hounsou', 'David Schofield', 'John Shrapnel', 'Tomas Arana']",['Ridley Scott'],155,2000-05-04,8.23,21250,41.4375,/wN2xWp1eIwCKOD0BHTcErTBv1Uq.jpg,/jhk6D8pim3yaByu1801kMoxXFaX.jpg,en,movie
101,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.","['Crime', 'Drama', 'Action']","['hotel room', 'new york city', 'immigrant', 'assassin', 'police brutality', 'corruption', 's.w.a.t.', 'hitman', 'loss of loved one', 'gangster', 'training', 'revenge', 'murder', 'loneliness', 'neighbor', 'tragic love', 'aggressive', 'city life', 'neo-noir', 'complex relationship', 'suspenseful', 'tense']","['Jean Reno', 'Natalie Portman', 'Gary Oldman', 'Danny Aiello', 'Peter Appel', 'Michael Badalucco', 'Ellen Greene', 'Frank Senger', 'Elizabeth Regen', 'Carl J. Matusovich']",['Luc Besson'],111,1994-09-14,8.293,16335,24.9131,/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,/fj0hwDJEOOHllRim2BMt5L7tbjf.jpg,fr,movie
1368166,The Housemaid,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.","['Mystery', 'Thriller']","['based on novel or book', 'manipulation', 'psychological thriller', 'housekeeper', 'dominance', 'attic', 'housemaid', 'enigmatic', 'mysterious', 'adaptation', 'secret', 'mystery', 'suspense thriller', 'antagonistic', 'authoritarian', 'power shift', 'social disparity']","['Sydney Sweeney', 'Amanda Seyfried', 'Brandon Sklenar', 'Michele Morrone', 'Indiana Elle', 'Sarah Cooper', 'Elizabeth Perkins', 'Amanda Joy Erickson', 'Megan Ferguson', 'Ellen Tamaki']",['Paul Feig'],131,2025-12-18,7.266,2844,55.2286,/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,/zTnAnYIn0Iv3cn0ZHlzLhou3ybm.jpg,en,movie
82023,Hotel Desire,"Antonia is a single mother who works as a hotel maid in Berlin. A normal hot summer day takes a dramatic turn when she crosses paths with a particular guest of the hotel, famous blind portrait painter Julius Pass.","['Drama', 'Romance']","['hotel', 'sexuality', 'kiss', 'maid', 'single mother', 'softcore', 'blind man', 'caress', 'short film']","['Saralisa Volm', 'Clemens Schick', 'Jan-Gregor Kremp', 'Herbert Knaup', 'Palina Rojinski', 'Frederick Lau', 'Trystan Pütter', 'Carlo Ljubek', 'Liroy Gehrke', 'Petar Knezevic']",['Sergej Moya'],38,2011-12-07,6.186,153,98.6777,/47XRWH95ATv4szxdWHl723guWXP.jpg,/wcUohmHc9oDZXarXDp905TYVui4.jpg,de,movie
103,Taxi Driver,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.","['Crime', 'Drama']","['drug dealer', 'vietnam veteran', 'new york city', 'taxi', 'pornography', 'obsession', 'taxi driver', '1970s', 'pimp', 'observer', 'firearm', 'politician', 'alienation', 'junk food', 'misanthrophy', 'vigilante', 'political campaign', 'cynical', 'illegal prostitution', 'urban decay', 'character study', 'loner', 'manhattan, new york city', 'meditative', 'neo-noir', 'child prostitution', 'complex', 'new hollywood', 'dreary', 'cautionary', 'drives', 'provocative', 'antagonistic', 'audacious', 'callous']","['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd', 'Harvey Keitel', 'Peter Boyle', 'Leonard Harris', 'Albert Brooks', 'Diahnne Abbott', 'Frank Adu', 'Victor Argo']",['Martin Scorsese'],114,1976-02-09,8.1,13653,22.8146,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,/9uddYYTNcLWpzUkl5iw1RUYhLhY.jpg,en,movie
106,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['guerrilla warfare', 'central and south america', 'predator', 'trap', 'alien', 'survival', 'stalking', 'creature', 'alien invasion', 'invisible', 'commando', 'aggressive', 'prey', 'violence']","['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall', 'Elpidia Carrillo', 'Bill Duke', 'Jesse Ventura', 'Sonny Landham', 'Richard Chaves', 'R.G. Armstrong', 'Shane Black']",['John McTiernan'],107,1987-06-12,7.574,9365,22.6206,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,en,movie
1226863,The Super Mario Galaxy Movie,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.","['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']","['galaxy', 'friendship', 'sibling relationship', 'space travel', 'sequel', 'space', 'based on video game', 'buddy comedy', 'aftercreditsstinger', 'duringcreditsstinger', 'space adventure', 'father son relationship', 'parallel universe', 'brother brother relationship', 'talking animal', 'magic land', '3d animation', 'adoring']","['Chris Pratt', 'Charlie Day', 'Anya Taylor-Joy', 'Jack Black', 'Keegan-Michael Key', 'Donald Glover', 'Benny Safdie', 'Brie Larson', 'Glen Powell', 'Luis Guzmán']","['Michael Jelenic', 'Aaron Horvath']",98,2026-04-01,8.248,3421,78.3164,/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,/kxQiIJ4gVcD3K6o14MJ72p5yRcE.jpg,en,movie
